Unique ID;Name;Division;UF
320.392;Sapucaia (RJ);Sem divisão nacional;RJ
19.007.279;Sapucaiense;Sem divisão nacional;RS
314.765;Saquarema;Sem divisão nacional;RJ
312.297;Savóia (PR);Sem divisão nacional;PR
19.385.067;SC 12 Horas;Sem divisão nacional;RS
320.678;SC Alumni (SP);Sem divisão nacional;SP
314.785;SC Americano (RJ);Sem divisão nacional;RJ
19.084.683;SC Flamengo (PE);Sem divisão nacional;PE
104.884;SC Internacional (SP);Sem divisão nacional;SP
313.784;SC Sírio (MA);Sem divisão nacional;MA
19.129.636;SE Naviraiense;Sem divisão nacional;MS
309.648;SE Nova Andradina;Sem divisão nacional;MS
310.901;SE Patrocinense;Sem divisão nacional;MG
313.900;SERC;Sem divisão nacional;MS
301.321;Sergipe;Brasileirão Série D;SE
301.144;Serra;Sem divisão nacional;ES
2.000.199.920;Serra Branca;Sem divisão nacional;PB
311.973;Serra Macaense;Sem divisão nacional;RJ
19.164.161;Serra Talhada;Sem divisão nacional;PE
19.249.224;Serranense;Sem divisão nacional;MG
313.295;Serrano (PB);Sem divisão nacional;PB
8.832.352;Serrano (PE);Sem divisão nacional;PE
301.255;Serrano (RJ);Sem divisão nacional;RJ
316.781;Sertãozinho;Sem divisão nacional;SP
19.152.073;Serviço Gráfico;Sem divisão nacional;DF
319.129;SESP Taquatinga;Sem divisão nacional;DF
19.006.929;Sete de Dourados;Sem divisão nacional;MS
19.123.700;Sete de Junho;Sem divisão nacional;SE
311.970;Sete de Setembro;Sem divisão nacional;PE
19.190.079;Sete de Setembro (MG);Sem divisão nacional;MG
2.000.306.764;Sfera;Sem divisão nacional;SP
2.000.255.286;Sharjah Brasil;Sem divisão nacional;SP
309.762;Siderúrgica;Sem divisão nacional;MG
314.694;Sino-Brasileiro (PI);Sem divisão nacional;PI
19.019.859;Sinop (MT);Sem divisão nacional;MT
2.000.059.899;Sírio Libanês (GO);Sem divisão nacional;GO
313.374;SKA Brasil;Sem divisão nacional;SP
311.004;Sobradinho;Sem divisão nacional;DF
310.900;Social;Sem divisão nacional;MG
19.144.922;Socorrense;Sem divisão nacional;SE
19.392.512;Sorriso;Sem divisão nacional;MT
19.032.889;Sorriso EC;Sem divisão nacional;MT
309.641;Sousa;Brasileirão Série D;PB
19.222.877;Sparta (TO);Sem divisão nacional;TO
19.276.480;Spartax;Sem divisão nacional;PB
338;Sport;Brasileirão Série B Betano;PE
19.287.076;Sport (ES);Sem divisão nacional;ES
19.394.514;Sport (SE);Sem divisão nacional;SE
2.000.174.086;Sport Bahia;Sem divisão nacional;BA
308.945;Sport Belém;Sem divisão nacional;PA
19.295.791;Sport João Pessoa;Sem divisão nacional;PB
19.190.856;Sport Lagoa Seca;Sem divisão nacional;PB
2.000.100.561;Sport Sinop;Sem divisão nacional;MT
2.000.054.132;Sporting Maracanã;Sem divisão nacional;CE
309.653;Sul América;Sem divisão nacional;AM
2.000.135.691;Sulbrasil;Sem divisão nacional;RS
301.374;Surubim;Sem divisão nacional;PE
2.106.555;Taboão da Serra;Sem divisão nacional;SP
313.788;Taguatinga;Sem divisão nacional;DF
2.109.247;Tanabi;Sem divisão nacional;SP
19.249.036;Tapajós (PA);Sem divisão nacional;PA
311.034;Taquaritinga;Sem divisão nacional;SP
19.369.919;Taquarussú;Sem divisão nacional;TO
19.140.598;Tarumã;Sem divisão nacional;AM
311.036;Taubaté;Sem divisão nacional;SP
319.126;Terra e Mar;Sem divisão nacional;CE
314.099;Theresinense FC (PI);Sem divisão nacional;PI
19.019.871;Tianguá;Sem divisão nacional;CE
2.113.020;Tigres do Brasil;Sem divisão nacional;RJ
19.186.108;Timbaúba;Sem divisão nacional;PE
19.041.053;Timon (MA);Sem divisão nacional;MA
19.273.689;Timon (PI);Sem divisão nacional;PI
310.645;Tiradentes (CE);Sem divisão nacional;CE
313.789;Tiradentes (DF);Sem divisão nacional;DF
308.946;Tiradentes (PA);Sem divisão nacional;PA
314.101;Tiradentes (PI);Sem divisão nacional;PI
301.331;Tocantinópolis;Brasileirão Série D;TO
19.028.177;Tocantins;Sem divisão nacional;TO
313.339;Tocantins de Miracema;Sem divisão nacional;TO
19.005.116;Toledo (PR);Sem divisão nacional;PR
318.860;Tombense;Brasileirão Série B Betano;MG
309.772;Torre;Sem divisão nacional;PE
312.331;Trabalhista (SC);Sem divisão nacional;SC
309.773;Tramways (CE);Sem divisão nacional;CE
19.019.866;Transways SC (PE);Sem divisão nacional;PE
313.350;Trem;Brasileirão Série D;AP
2.000.077.883;Três Lagoas;Sem divisão nacional;MS
19.009.495;Três Passos;Sem divisão nacional;RS
301.212;Treze;Sem divisão nacional;PB
19.139.754;Tricordiano;Sem divisão nacional;MG
19.108.553;Trieste (PR);Sem divisão nacional;PR
19.023.700;Trindade;Sem divisão nacional;GO
301.318;Tubarão;Sem divisão nacional;SC
107.234;Tuna Luso;Brasileirão Série D;PA
2.000.125.473;Tuntum;Sem divisão nacional;MA
318.911;Tupã;Sem divisão nacional;SP
2.000.057.909;Tupan;Sem divisão nacional;MA
313.785;Tupan SC (MA);Sem divisão nacional;MA
301.198;Tupi;Sem divisão nacional;MG
19.009.099;Tupi (RS);Sem divisão nacional;RS
8.825.473;Tupy (ES);Sem divisão nacional;ES
19.035.623;Tupy de Jussara;Sem divisão nacional;GO
19.040.477;Tupynambás;Sem divisão nacional;MG
310.898;Uberaba;Sem divisão nacional;MG
301.200;Uberlândia;Sem divisão nacional;MG
301.177;Ubiratan;Sem divisão nacional;MS
19.005.435;Ulbra (RO);Sem divisão nacional;RO
19.223.523;Unaí;Sem divisão nacional;MG
2.000.096.694;Uni Souza;Sem divisão nacional;RJ
19.171.304;União (CE);Sem divisão nacional;CE
19.295.786;União (PB);Sem divisão nacional;PB
2.000.099.933;União (PE);Sem divisão nacional;PE
313.250;União ABC;Sem divisão nacional;MS
301.228;União Bandeirante;Sem divisão nacional;PR
301.359;União Barbarense;Sem divisão nacional;SP
19.300.811;União Beltrão;Sem divisão nacional;PR
309.619;União Cacoalense;Sem divisão nacional;RO
313.343;União Carmolandense (TO);Sem divisão nacional;TO
19.087.542;União Central;Sem divisão nacional;RJ
19.281.313;União da Ilha (PE);Sem divisão nacional;PE
313.576;União Esportiva (AM);Sem divisão nacional;AM
19.019.860;União Esportiva (PA);Sem divisão nacional;PA
314.769;União Fluminense (SP);Sem divisão nacional;SP
19.151.082;União Frederiquense;Sem divisão nacional;RS
19.393.407;União Harmonia;Sem divisão nacional;RS
2.000.152.172;União Iacanga;Sem divisão nacional;SP
301.161;União Inhumas;Sem divisão nacional;GO
19.120.805;União Luziense;Sem divisão nacional;MG
311.032;União Mogi;Sem divisão nacional;SP
19.397.708;União Paraense;Sem divisão nacional;PA
301.179;União Rondonópolis;Brasileirão Série D;MT
336;União São João;Sem divisão nacional;SP
2.114.007;União Suzano;Sem divisão nacional;SP
301.239;Unibol;Sem divisão nacional;PE
2.000.182.369;Unidos do Alvorada;Sem divisão nacional;AM
19.382.030;UNIRB;Sem divisão nacional;BA
301.202;URT;Sem divisão nacional;MG
2.000.204.861;Uruaçu;Sem divisão nacional;GO
314.611;Usina Ceará;Sem divisão nacional;CE
314.321;Valério (ES);Sem divisão nacional;ES
301.204;Valeriodoce;Sem divisão nacional;MG
19.007.113;Varginha;Sem divisão nacional;MG
309.775;Varzeano FC (PE);Sem divisão nacional;PE
339;Vasco;Brasileirão Assaí;RJ
104.982;Vasco (AC);Sem divisão nacional;AC
313.783;Vasco (MA);Sem divisão nacional;MA
314.293;Vasco (SE);Sem divisão nacional;SE
318.913;Velo Clube;Sem divisão nacional;SP
308.947;Vênus (PA);Sem divisão nacional;PA
19.023.752;Vera Cruz (PE);Sem divisão nacional;PE
2.000.239.359;Vera Cruz (RJ);Sem divisão nacional;RJ
301.288;Veranópolis;Sem divisão nacional;RS
19.372.402;Verdes Mares;Sem divisão nacional;CE
19.341.662;Verê;Sem divisão nacional;PR
2.000.035.034;VF4;Sem divisão nacional;PB
313.289;Viana;Sem divisão nacional;MA
313.227;Vila Aurora;Sem divisão nacional;MT
314.787;Vila Izabel (RJ);Sem divisão nacional;RJ
19.152.069;Vila Matias;Sem divisão nacional;DF
107.236;Vila Nova (GO);Brasileirão Série B Betano;GO
314.201;Vila Rica;Sem divisão nacional;PA
313.357;Vilavelhense;Sem divisão nacional;ES
313.373;Vilhena;Sem divisão nacional;RO
19.344.658;Vilhenense;Sem divisão nacional;RO
107.238;Villa Nova (MG);Sem divisão nacional;MG
2.000.192.815;Villa Real (MG);Sem divisão nacional;MG
19.145.233;Visão Celeste;Sem divisão nacional;RN
340;Vitória;Brasileirão Série B Betano;BA
313.273;Vitória (ES);Brasileirão Série D;ES
19.086.839;Vitória (PE);Sem divisão nacional;PE
19.020.572;Vitória da Conquista;Sem divisão nacional;BA
313.786;Vitória do Mar;Sem divisão nacional;MA
19.244.675;VOCEM;Sem divisão nacional;SP
107.240;Volta Redonda;Brasileirão Série C;RJ
19.009.948;Votoraty;Sem divisão nacional;SP
19.189.179;Votuporanguense;Sem divisão nacional;SP
310.357;XV de Jaú;Sem divisão nacional;SP
104.978;XV de Piracicaba;Brasileirão Série D;SP
104.988;Ypiranga (AP);Sem divisão nacional;AP
309.750;Ypiranga (BA);Sem divisão nacional;BA
314.979;Ypiranga (PE);Sem divisão nacional;PE
314.617;Ypiranga (RO);Sem divisão nacional;RO
319.160;Ypiranga (RS);Brasileirão Série C;RS
309.768;Ypiranga (SC);Sem divisão nacional;SC
312.292;Ypiranga (SP);Sem divisão nacional;SP
2.000.255.426;Zinza;Sem divisão nacional;RJ
313.670;Zumbi;Sem divisão nacional;AL
